loss|Validation_loss|score|Validation_score|Old_Complexity|New_Complexity|Old_equation|New_equation
0.0006088531|0.00033116655|0.023328900992336567|-0.03432445228099823|26|24|(inv(pow4(pow4(x)) - -0.007101226) - inv(pow2((pow4(x) + (pow2(inv(pow2(pow3(pow4(x))))) - inv(pow4(x)))) * 0.30903533) + 0.7873059))|-1/(0.0955028351882089*(x**4 - 1/x**4 + x**(-48))**2 + 0.7873059) + 1/(x**16 + 0.007101226)
0.00060885306|0.00033116655|6.569729443108199e-08|-0.0|27|24|(inv(pow4(pow4(x)) - -0.007101226) - inv(pow2((pow4(x) + (inv(pow2(pow2(pow3(pow4(x))))) - pow2(inv(pow2(x))))) * 0.30903533) + 0.7873059))|-1/(0.0955028351882089*(x**4 - 1/x**4 + x**(-48))**2 + 0.7873059) + 1/(x**16 + 0.007101226)
0.0006077347|0.00033212185|0.0006128399182202087|-0.0009601579513400793|30|24|(inv(pow4(pow4(x)) - (pow4(-0.28274775) * -0.9610514)) - inv(pow2((pow4(x) + (inv(pow2(pow2(pow3(pow4(x))))) - pow2(inv(pow2(x))))) * 0.30903533) + 0.7873059))|-1/(0.0955028351882089*(x**4 - 1/x**4 + x**(-48))**2 + 0.7873059) + 1/(x**16 + 0.00614247286108159)
0.00045535993|0.0002385646|0.1443251384386083|0.1654309332370758|32|25|(inv(pow4(pow4(x))) - inv((pow2((pow4(x) + (inv(pow3(pow2(pow2(pow4(x))))) - inv(pow3(pow4(x) - x) + x))) * -0.2927167) + pow2(0.4080878)) + 0.6366521))|-1/(0.08568306645889*(x**4 - 1/(x + (x**4 - x)**3) + x**(-48))**2 + 0.80318775250884) + x**(-16)
0.00045348957|0.0002383009|0.0020579453918507943|0.0005529897753149271|34|28|(inv(pow4(pow4(x))) - inv((pow2((pow4(x) + (inv(pow3(pow2(pow2(pow4(x))))) - inv(1.0032431 * (pow3(pow4(x) - x) + x)))) * -0.2927167) + pow2(0.4080878)) + 0.6366521))|-1/(0.08568306645889*(x**4 - 1/(1.0032431*x + 1.0032431*(x**4 - x)**3) + x**(-48))**2 + 0.80318775250884) + x**(-16)
0.00045170364|0.00023806117|0.0039459693192878485|0.0010065134847536683|35|28|(inv(pow4(pow4(x))) - inv((pow2((pow4(x) + (inv(pow3(pow2(pow2(pow4(x))))) - inv(pow2(1.0032431) * (pow3(pow4(x) - x) + x)))) * -0.2927167) + pow2(0.4080878)) + 0.6366521))|-1/(0.08568306645889*(x**4 - 1/(1.00649671769761*x + 1.00649671769761*(x**4 - x)**3) + x**(-48))**2 + 0.80318775250884) + x**(-16)
0.0004400769|0.00024316573|0.026076816705354815|-0.021215641871094704|36|29|(inv(pow4(pow4(x))) - inv((pow2((pow4(x) + (inv(pow3(pow2(pow2(pow4(x))))) - inv(1.0032431 * ((pow3(pow4(x) - x) + x) - -0.104950875)))) * -0.2927167) + pow2(0.4080878)) + 0.6366521))|-1/(0.08568306645889*(x**4 - 1/(1.0032431*x + 1.0032431*(x**4 - x)**3 + 0.105291241182712) + x**(-48))**2 + 0.80318775250884) + x**(-16)
0.0004097454|0.00022038406|0.0714134931652177|0.09837154299020767|37|22|(inv(pow4(pow4(x))) - inv((pow2((pow4(x) + (inv(pow3(pow2(pow2(pow4(x))))) - inv((pow2(pow4(pow4(-0.7936968) * pow4(x))) + 1.0032431) * pow3(x)))) * -0.2927167) + pow2(0.4080878)) + 0.6366521))|-1/(0.08568306645889*(x**4 - 0.996767383697929/x**3 + x**(-48))**2 + 0.80318775250884) + x**(-16)
0.00037624867|0.00020270265|0.08528571003027116|0.08363163471221924|38|22|(inv(pow4(pow4(x))) - inv((pow2((pow4(x) + (inv(pow3(pow2(pow2(pow4(x))))) - inv((pow2(pow2(pow4(pow4(-0.7936968) * pow4(x)))) + 1.0032431) * pow3(x)))) * -0.2927167) + pow2(0.4080878)) + 0.6366521))|-1/(0.08568306645889*(x**4 - 0.996767383697929/x**3 + x**(-48))**2 + 0.80318775250884) + x**(-16)
0.000376225|0.00020310271|6.291250033458902e-05|-0.00197168393060565|39|22|(inv(pow4(pow4(x))) - inv((pow2((pow4(x) + (inv(pow3(pow2(pow2(pow4(x))))) - inv((pow2(pow2(pow4(pow4(-0.7936968) * pow4(x)))) + pow2(1.0032431)) * pow3(x)))) * -0.2927167) + pow2(0.4080878)) + 0.6366521))|-1/(0.08568306645889*(x**4 - 0.993545217204015/x**3 + x**(-48))**2 + 0.80318775250884) + x**(-16)
0.00037343035|0.00020035022|0.007455860739662195|0.013644917868077755|40|22|(inv(pow4(pow4(x))) - inv((pow2((pow4(x) + (inv(pow3(pow2(pow2(pow4(x))))) - inv(((pow2(pow2(pow4(pow4(-0.7936968) * pow4(x)))) * x) + 1.0032431) * pow3(x)))) * -0.2927167) + pow2(0.4080878)) + 0.6366521))|-1/(0.08568306645889*(x**4 - 0.996767383697929/x**3 + x**(-48))**2 + 0.80318775250884) + x**(-16)
0.00036661455|0.00018565445|0.0010835578988667317|0.004481161780217115|57|41|(inv(pow4(pow4(x))) - inv(pow2(((pow4(x) + pow2(pow4(pow4(0.7873059)))) + ((inv(pow2(pow2(pow3(pow4(x))))) - pow2(inv(x - -0.007101226) - inv(inv(pow2(pow2((pow4(x) + pow4(0.30888999 * inv(pow4(pow2(pow2(x)))))) * 0.30903533) + pow4(pow4(0.7873059)))) + 0.7873059))) * x)) * 0.30903533) + 0.7873059))|-1/(0.0955028351882089*(x**4 - x*((1/(x + 0.007101226) - 1/(0.7873059 + 109.639607135188/((x**4 + 0.00910364551563043/x**64)**2 + 0.228181185230744)**2))**2 - 1/x**48))**2 + 0.7873059) + x**(-16)
0.00034403458|0.00017948677|0.06356884807529721|0.03378566727042198|58|46|(inv(pow4(pow4(x)) - -0.007101226) - inv(pow2(((pow4(x) - 0.16462682) + ((inv(pow2(pow2(pow3(pow4(x))))) - pow2(inv(x - (-0.007101226 * x)) - inv(inv(pow2(pow2((pow4(x) + ((inv(pow2(pow2(x))) * 1.5746188) - 0.30903533)) * 0.30903533) + -0.10176022) * x) + 0.7873059))) * x)) * 0.30903533) + 0.7873059))|-1/(0.0955028351882089*(-x**4 + x*((1/(0.7873059 + 17.8346972435193/(x*((0.635074343072749*x**4 - 0.19626040918602 + x**(-4))**2 - 0.429745074621949)**2)) - 0.992948845839256/x)**2 - 1/x**48) + 0.16462682)**2 + 0.7873059) + 1/(x**16 + 0.007101226)
0.0003393204|0.000181922|0.006898690905002215|-0.00673829298466444|60|48|(inv(pow4(pow4(x)) - -0.007101226) - inv(pow2(((pow4(x) - 0.16462682) + ((inv(pow2(pow2(pow3(pow4(x))))) - pow2(inv(x - (-0.007101226 * x)) - inv(inv(pow2(pow2((pow4(x) + ((inv(pow2(pow2(x) + -0.07437268)) * 1.5746188) - 0.30903533)) * 0.30903533) + -0.10176022) * x) + 0.7873059))) * x)) * 0.30903533) + 0.7873059))|-1/(0.0955028351882089*(-x**4 + x*((1/(0.7873059 + 17.8346972435193/(x*((0.635074343072749*x**4 - 0.19626040918602 + (x**2 - 0.07437268)**(-2))**2 - 0.429745074621949)**2)) - 0.992948845839256/x)**2 - 1/x**48) + 0.16462682)**2 + 0.7873059) + 1/(x**16 + 0.007101226)
0.0003140538|0.00015981946|0.07738048495581945|0.12953321635723114|61|43|(inv(pow4(pow4(x)) - -0.007101226) - inv(pow2(((pow4(x) - pow2(pow3(0.30903533))) + ((inv(pow2(pow2(pow3(pow4(x))))) - pow2(inv(x - (-0.007101226 * pow4(x))) - inv(inv(pow2(pow3((pow4(x) + (((inv(pow2(x)) - 0.30888999) * 1.5746188) - 0.30903533)) * 0.30903533) + pow4(-0.10176022))) + 0.7873059))) * x)) * 0.30903533) + 0.7873059))|-1/(0.0955028351882089*(-x**4 + x*((1/(0.007101226*x**4 + x) - 1/(0.7873059 + 75.3179709888212/(0.635074343072749*x**4 - 0.50515039918602 + x**(-2))**6))**2 - 1/x**48))**2 + 0.7873059) + 1/(x**16 + 0.007101226)
0.00030436556|0.00016629061|0.015667414914541277|-0.01984606496989727|63|44|(inv(pow4(pow4(x)) - -0.007101226) - inv(pow2(((pow4(x) - pow3(0.30903533)) + ((inv(pow2(pow2(pow3(pow4(x))))) - pow2(inv(x - (-0.007101226 * pow4(x))) - inv(inv(pow2(pow2((pow4(x) + (((inv(pow2(pow2(x))) - 0.30888999) * 1.5746188) - 0.30903533)) * 0.30903533) + pow4(-0.10176022)) * x) + 0.7873059))) * x)) * 0.30903533) + 0.7873059))|-1/(0.0955028351882089*(-x**4 + x*((1/(0.007101226*x**4 + x) - 1/(0.7873059 + 17.8346972435193/(x*(0.635074343072749*x**4 - 0.50515039918602 + x**(-4))**4)))**2 - 1/x**48) + 0.0295137501883237)**2 + 0.7873059) + 1/(x**16 + 0.007101226)
0.00030431082|0.00016626813|8.993284764488396e-05|6.759623647667468e-05|65|44|(inv(pow4(pow4(x)) - -0.007101226) - inv(pow2(((pow4(x) - pow3(0.30903533)) + ((inv(pow2(pow2(pow3(pow4(x))))) - pow2(inv(x - (-0.007101226 * pow4(x))) - inv(inv(pow2(pow2((pow4(x) + (((inv(pow2(pow2(x))) - 0.30888999) * 1.5746188) - 0.30903533)) * 0.30903533) + pow4(-0.10176022 * x)) * x) + 0.7873059))) * x)) * 0.30903533) + 0.7873059))|-1/(0.0955028351882089*(-x**4 + x*((1/(0.007101226*x**4 + x) - 1/(0.7873059 + 17.8346972435193/(x*(0.635074343072749*x**4 - 0.50515039918602 + x**(-4))**4)))**2 - 1/x**48) + 0.0295137501883237)**2 + 0.7873059) + 1/(x**16 + 0.007101226)
